ID,Score,RA,Dec,Notes
Arp-Madore2102-252,3,316.4322,-25.2411,A bit small and distant..  But pretty. Cut if needed.
Arp-Madore2103-550,3,316.8904,-54.9532,ESO 187- G 05\, Vr=1405. Has only 814W imaging.  Check if worth adding blue filter.
Arp-Madore2105-632,3,317.3004,-63.2837,1 ACS 606W filter in archive.  Check -- could add F814W or 475W
Arp-Madore2113-590,2,319.4239,-58.8683,Cute but far and stars are in the way?  Decent filler
Arp-Madore2113-341,4,319.2605,-33.9902,
Arp-Madore2126-601,4,322.6752,-60.0033,
Arp-Madore2128-302,4,322.7861,-30.271,ESO 465- G 004\, Vr=10037 km/s. in collisional ring catalog.  
Arp-Madore2133-384,4,324.0436,-38.5424,
Arp-Madore2134-471,4,324.359,-47.0349,
Arp-Madore2143-464,1,326.5632,-46.5187,NGC 7119 Vr=9666 km/s Check if foreground extinction is too high?  (Ned suggests AV=0.053 so fine)
Arp-Madore2143-464,4,326.5632,-46.5187,NGC 7119 Vr=9666 km/s Check if foreground extinction is too high?  (Ned suggests AV=0.053 so fine)
Arp-Madore2143-464,4,326.5715,-46.5187,(same as previous)
Arp-Madore2159-320,3,330.4982,-31.8652,NGC7172\, one viable WFPC2 606W observation; Check. Could add second filter.
Arp-Madore2159-321,1,330.511,-31.9702,NGC 7173; Decent ACS imaging. Ooooooo!  https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj1vpP6x9PYAhVFxGMKHSIMA6QQjxwIAw&url=https%3A%2F%2Fde.wikipedia.org%2Fwiki%2FNGC_7173&psig=AOvVaw382r-yoJBeB3H1tAjiYuKl&ust=1515885558832797
Arp-Madore2159-321,1,330.5318,-31.9951,
Arp-Madore2159-330,4,330.68,-32.8031,
Arp-Madore2203-430,2,331.6447,-42.8608,ESO 288- G 040\, Vr=2241
Arp-Madore2204-311,4,331.7215,-31.0523,
Arp-Madore2209-472,3,333.1209,-47.2225,Disturbed but not crazy. Could cut.
Arp-Madore2210-262,4,333.2824,-26.1487,
Arp-Madore2210-274,3,333.3778,-27.5568,could cut. Not that disturbed. But\, possible inner starburst.
Arp-Madore2210-693,3,333.6806,-69.3614,IC 5173\, Vr=3107
Arp-Madore2211-274,2,333.6686,-27.4679,Good filler\, but not that dramatic
Arp-Madore2222-275,3,336.3671,-27.6939,distant but messy.
Arp-Madore2224-310,3,336.7245,-30.8866,
Arp-Madore2240-892,3,346.8969,-89.1192,NGC 2573B\, V4=2558
Arp-Madore2303-305,4,346.4513,-30.6114,
Arp-Madore2323-323,1,351.6093,-32.3881,
Arp-Madore2325-473,4,351.9559,-47.3812,
Arp-Madore2339-661,4,355.634,-65.9558,
Arp-Madore2339-661,4,355.6711,-65.9458,Duplicate of previous
Arp-Madore2346-303,2,357.3201,-30.2503,Possible weird dust late. Filler.
Arp-Madore2348-410,4,357.7225,-40.7351,
Arp-Madore2348-405,4,357.7432,-40.7201,(duplicate of previous)
Arp-Madore2350-302,3,358.3297,-30.1534,ESO 471-IG 037\, Vr=14493 so pretty distant. But\, means scale of tails is huge.
Arp-Madore2350-410,3,358.3449,-40.8084,NGC7764A -- Very little of the HST seems usable. Check! 
Arp-Madore0044-521,4,11.7692,-52.0521,
Arp-Madore0117-412,4,19.9954,-41.2362,
Arp-Madore0223-403,3,36.3046,-40.4299,
Arp-Madore0223-245,1,36.4186,-24.7684,
Arp-Madore0223-245,3,36.4895,-24.712,
Arp-Madore0227-264,3,37.3647,-26.5345,
Arp-Madore0322-374,3,50.9787,-37.5138,WFPC2 606W only. Check.
Arp-Madore0413-283,3,63.7925,-28.4859,
Arp-Madore0417-391,3,64.9142,-39.1726,possibly a bit distant.
Arp-Madore0526-393,3,82.0084,-39.5769,
Arp-Madore1214-255,3,184.2416,-26.2111,
Arp-Madore1325-292,4,201.9612,-29.6189,
Arp-Madore1440-241,4,220.8893,-24.4633,
Arp-Madore1953-260,4,299.1222,-25.9144,
Arp-Madore2026-424,4,307.3869,-42.5026,
Arp-Madore2145-351,3,327.0772,-34.9539,For that much HST obs\, it's not clear there's much useful imaging beyond 606. Check. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwinmL-DiNTYAhVW02MKHdIwBxgQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F2%2F2e%2FNGC_7130_hst_05479_606.png%2F1200px-NGC_7130_hst_05479_606.png&psig=AOvVaw3nUJPCrGTjPDgBQI7WySDG&ust=1515902744435154
Arp-Madore2145-351,3,327.0814,-34.9506,see comments on previous
Arp-Madore2209-382,4,333.187,-38.174,distant\, but gotta love those giant arcs.
Arp-Madore2209-382,4,333.187,-38.174,same as previous.
Arp-Madore2225-250,4,337.1501,-24.8457,
Arp-Madore2230-481,4,338.4319,-48.0234,
Arp-Madore2244-651,4,341.8369,-65.0644,HST images is UV FOC.
Arp-Madore2258-595,3,345.377,-59.636,
Arp-Madore2353-291,3,359.0982,-29.0266,
Arp3,2,339.1425,-2.905,Vr=1691 km/s
Arp11,3,17.3475,14.3367,
Arp18,4,181.3975,50.5417,Only NICMOS imaging! Ground based color image here: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiYhvb_idTYAhVW5WMKHbT7ASAQjBwIBA&url=http%3A%2F%2Fwww.deepskyforum.com%2Fattachment.php%3Fattachmentid%3D186%26d%3D1335722678&psig=AOvVaw1Bg0wqS5uccTKcCtom-QYz&ust=1515903201698869
Arp22,3,179.8775,-19.2633,NGC4027; F814W imaging only. Could get second band. Found NNT image:  https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjK3NypitTYAhUJ7mMKHQjECOUQjxwIAw&url=https%3A%2F%2Fde.wikipedia.org%2Fwiki%2FNGC_4027&psig=AOvVaw273sR6mJseQ8NCG3R0VAy_&ust=1515903379963791
Arp23,1,190.385,41.15,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiKvdmui9TYAhVDxWMKHU1QDSkQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F3%2F3c%2FNGC_4618_hst_09042_05446_R814B450_606.png%2F1024px-NGC_4618_hst_09042_05446_R814B450_606.png&psig=AOvVaw3WMFzfevhn8GZg5ig7XdZP&ust=1515903661077077
Arp25,2,111.805,85.755,NGC 2276; Nice WFPC2\, but doesn't cover the diffuse side. Consider doing???
Arp34,3,190.405,26.0717,could cut.  
Arp35,3,5.595,-1.3033,a bit distant. could cut?
Arp65,4,5.465,22.4,Only STIS obs.
Arp78,1,29.835,19.0067,NGC772; good ACS
Arp82,2,122.8075,25.2067,NGC2535
Arp84,4,209.66,37.425,None of the HST data seems useful. Check. Ground based image: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjUmOH2jdTYAhUQ3GMKHUOfDGcQjBwIBA&url=http%3A%2F%2F1.bp.blogspot.com%2F-SFRwQQ2WbtU%2FTr5uprlWtbI%2FAAAAAAAAED0%2F3BlLZRpTbJc%2Fs1600%2FGTC_ARP84_n.jpg&psig=AOvVaw3aOXGwc7yNe3Ncrh0RoIDw&ust=1515904337317564
Arp86,3,356.77,29.4833,
Arp89,3,130.6675,14.285,ground based image: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj0juHFjtTYAhUK3mMKHbeRBXQQjBwIBA&url=http%3A%2F%2Ffaculty.etsu.edu%2Fsmithbj%2Fresearch%2Fsg%2Fsdss%2Farp89.jpg&psig=AOvVaw1r2pArmntK3LQ4klj3Cs69&ust=1515904499852339
Arp93,4,337.15,-24.8433,
Arp94,1,155.8625,19.8983,NGC 3226; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiF7MiJj9TYAhUM0GMKHZ4sAq8QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fb%2Fbb%2FNGC_3227_NGC_3226_Hubble_WikiSky.jpg&psig=AOvVaw11865vmjOJBK_mdt0UDD4K&ust=1515904652636651
Arp100,3,7.16,-11.5733,
Arp101,2,241.1325,14.8183,Possible filler
Arp104,1,203.045,62.7667,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiZ9bi_j9TYAhUV_mMKHawzDFYQjBwIBA&url=http%3A%2F%2Fwww.caelumobservatory.com%2Fmlsc%2Fn5216thumb.jpg&psig=AOvVaw36-vJqGDIlUGb0t3Vkx-VN&ust=1515904761847611
Arp105,1,167.805,28.695,The guitar https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjDu8fyj9TYAhVW-2MKHeHDBFUQjBwIBA&url=http%3A%2F%2Ffaculty.etsu.edu%2Fsmithbj%2Fresearch%2Fsg%2Fsdss%2Farp105_2.jpg&psig=AOvVaw3oFzSwg_bwRisU7aNT3dSY&ust=1515904875703265
Arp113,4,4.5925,30.08,
Arp120,1,186.94,13.0083,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjdovybkNTYAhUQ3mMKHY1RAy4QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F7%2F76%2FNGC4438-NGC4435-eso1131a.jpg%2F1200px-NGC4438-NGC4435-eso1131a.jpg&psig=AOvVaw0BJhykWzm-Sa1AEU5v45Mb&ust=1515904965175336
Arp157,1,21.1475,3.7933,NGC 520; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjBvcrAkNTYAhVL12MKHTVuCHsQjBwIBA&url=https%3A%2F%2Fcdn.eso.org%2Fimages%2Fscreen%2Fpotw1048a.jpg&psig=AOvVaw295sVYyF-ca5i9PO3tS_fu&ust=1515904991881886
Arp159,3,192.94,25.775,Has WFPC2; Check quality
Arp174,3,149.6675,28.8767,NGC 3068; Only COS imaging\, Vr=6256 km/s; Likely not that interesting? Could cut.
Arp175,3,188.2175,11.4033,Not that interesting. Could cut.
Arp184,3,85.5175,69.38,NGC1961; WFPC2 but most in non-useful filters. Check. 
Arp188,1,241.515,55.4217,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjPj6CLktTYAhVK_WMKHQiNAXYQjBwIBA&url=https%3A%2F%2Fapod.nasa.gov%2Fapod%2Fimage%2F1211%2FTadpoleGalaxyPS1V9snyder.jpg&psig=AOvVaw0n95tSm5LAGVAGaB6iiNlq&ust=1515905469132711
Arp190,3,42.5825,12.8883,
Arp205,3,163.6625,54.3067,lots of UV. Only narrow band optical. Check.
Arp206,2,163.13,36.62,
Arp213,1,61.9475,69.8133,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwio2eXuktTYAhVN4GMKHTtZAagQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2F4%2F49%2FArp213-606-814.jpg&psig=AOvVaw1BFH8ArgJa2bteYhDUhiq1&ust=1515905675650090
Arp214,3,173.1475,53.0667,NGC3718; Check HLA -- not sure if imaging is adequate. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj4vJy7k9TYAhVU-WMKHcviDmkQjBwIBA&url=http%3A%2F%2Fwww.spacetelescope.org%2Fstatic%2Farchives%2Ffitsimages%2Fscreen%2Famirreza_kamkar_05.jpg&psig=AOvVaw37Uavw0YvC_q_NPLArsJL0&ust=1515905835530738
Arp215,1,138.5225,40.1133,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjEnofwk9TYAhUT8GMKHU-6AN0QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F1%2F13%2FNGC_2782_hst_06673_11134_R814GB555B606.png%2F1200px-NGC_2782_hst_06673_11134_R814GB555B606.png&psig=AOvVaw0JvKOnOalsFttMd4jWFkyk&ust=1515905937086103
Arp216,3,352.195,3.5117,NGC7679; WFPC 606W only\, and may target other galaxy.  Check
Arp217,3,159.6925,53.5017,NGC3310; Most HST not useful. Check. Ground based: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwijytnNldTYAhUG6mMKHZufAZYQjBwIBA&url=https%3A%2F%2Ffuturism.com%2Fwp-content%2Fuploads%2F2015%2F01%2FNGC-3310.jpg&psig=AOvVaw0tJeDidlYyatz8jt5cMUg4&ust=1515906388988961
Arp222,3,354.975,-12.2917,NGC7727?; HST obs need to be checked. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwis4fjmldTYAhVX_WMKHVRNAP8QjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2F1%2F12%2FNGC_7727_Hubble_WikiSky.jpg%2F1200px-NGC_7727_Hubble_WikiSky.jpg&psig=AOvVaw1D_FOB_KA6FT-n7Vbq5pxh&ust=1515906452560227
Arp224,1,177.7775,55.0783,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj9seTtltTYAhUC9GMKHTIEA_wQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2Fa%2Fa3%2FEvolution_in_slow_motion.jpg%2F1200px-Evolution_in_slow_motion.jpg&psig=AOvVaw0t25jthTgKGtxqeU-xfZYj&ust=1515906750702257
Arp225,3,133.9125,78.225,NGC2655; Check HLA -- not clear if imaging is useable.
Arp226,1,335.1875,-24.6783,This system is bonkers: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjW_u_Ll9TYAhUBSWMKHcerDtEQjBwIBA&url=http%3A%2F%2Fcdn.sci-news.com%2Fimages%2Fenlarge2%2Fimage_3491e-NGC-7252.jpg&psig=AOvVaw1HmJQvmWWEN2qg4uji_CgM&ust=1515906946475574
Arp227,1,20.0275,3.4167,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwj2lvnLmNTYAhUOz2MKHWq4BGUQjBwIBA&url=http%3A%2F%2Fwww.capella-observatory.com%2Fimages%2FGalaxies%2FNGC470.jpg&psig=AOvVaw1PRYm3FHyaxv_YLc9QA5Oe&ust=1515907161814433
Arp231,3,10.89,-4.1183,
Arp236,1,16.9475,-17.5067,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwi-mdyemdTYAhVU-WMKHcviDmkQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2F3%2F30%2FHubble_Interacting_Galaxy_IC_1623_%25282008-04-24%2529.jpg&psig=AOvVaw1aFHazMpFOMs4eFiWFJQ8y&ust=1515907384220323
Arp242,1,191.5425,30.7333,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjZ38nWmdTYAhUJ-GMKHf0rBFQQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fd%2Fdb%2FNGC4676.jpg&psig=AOvVaw2C2WMPohF--AUMBW4SCHYL&ust=1515907506954344
Arp244,1,180.47,-18.865,
Arp245,2,146.425,-14.3267,Can't fine images on line. Check HLA.
Arp248,3,176.6875,-3.8467,
Arp254,1,230.385,-7.3767,N5917 -- why so many observations of this????? It's a mystery.
Arp261,3,222.3775,-10.1733,Check HLA.
Arp263,4,156.2725,17.16,
Arp268,1,124.775,70.7133,
Arp269,1,187.6525,41.64,NGC 4490; https://www.spacetelescope.org/images/potw1419a/
Arp271,1,210.855,-6.07,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjCoqvOndTYAhUE9WMKHR2SApYQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2Ff%2Ff0%2FArp_271.tif%2Flossy-page1-1200px-Arp_271.tif.jpg&psig=AOvVaw35a1THwn1P1eFesSsy3tN-&ust=1515908560475051
Arp279,3,48.5375,-2.8233,Not all that disturbed. Could cut.
Arp281,1,190.525,32.54,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjdy4bondTYAhUM9mMKHQueALoQjBwIBA&url=https%3A%2F%2Fs-media-cache-ak0.pinimg.com%2Foriginals%2F4b%2F87%2F8c%2F4b878c8b90a6e418d6cdc6c2166a807f.jpg&psig=AOvVaw3bH8Hu6-UK9mgdjcqb5QSL&ust=1515908612987014
Arp284,1,354.06,2.155,https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwibqMT4ndTYAhUO6WMKHWT4DuEQjBwIBA&url=https%3A%2F%2Fmk0astronomynow9oh6g.kinstacdn.com%2Fwp-content%2Fuploads%2F2015%2F01%2Fheic1503a.jpg&psig=AOvVaw2UZNAy1kdWaMjgYaENuWqm&ust=1515908642291860
Arp288,3,203.735,13.8317,One WFC3 275W image (weird choice). Get optical?
Arp289,3,179.03,-19.895,1 FOC image. 
Arp294,3,174.9275,31.9083,Limited WFPC2 obs. Check. Could cut. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwigi_fpntTYAhVQ62MKHUW3BKMQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2Fthumb%2Fc%2Fce%2FArp294-NGC3788-NGC3786-HST-606.jpg%2F768px-Arp294-NGC3788-NGC3786-HST-606.jpg&psig=AOvVaw0fgDZ3AO9Zn_gi_JxH98HH&ust=1515908853976059
Arp295,3,355.45,-3.6767,WFCP2 303W and 814W. Check.
Arp297,1,221.3325,38.7317,Mostly STIS. https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjXnNLVn9TYAhVC92MKHW6RCPcQjBwIBA&url=http%3A%2F%2Fpages.astronomy.ua.edu%2Fgifimages%2Fngc5754hst.jpg&psig=AOvVaw0xfGnRQOrUzxKf-GYfmLN8&ust=1515909069731963
Arp305,3,179.6225,27.5283,NGC 4016; Deep proprietary data but I think it's not pointed towards this. Check HLA
Arp306,2,23.1225,4.595,UGC 01102\, Vr=1954 km/s
Arp313,3,179.4025,32.2767,Mostly STIS. WFCP2 300W and 606W -- Check HLA.
Arp314,4,344.505,-3.7683,
Arp316,1,154.605,21.8933,
Arp318,3,32.335,-10.1333,NGC 0833/0838 ; Check HLA
Arp319,1,338.9875,33.965,Stephans Quintent: https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwi3j5qQpNTYAhUE-mMKHRDxB_oQjBwIBA&url=https%3A%2F%2Fupload.wikimedia.org%2Fwikipedia%2Fcommons%2F4%2F48%2FStephan%2527s_Quintet_Hubble_2009.full_denoise.jpg&psig=AOvVaw1tR1PsLY-BmXgYA30yCDPZ&ust=1515910302456295
Arp320,3,174.465,21.9733,
Arp332,3,47.1175,-23.0517,1 FOC observation
Arp336,3,133.8975,58.7333,A lot of weird imaging. Maybe a couple usable WFPC2 but no images on internet. Check HLA
Arp-Madore0257-370,3,44.9885,-36.9422,Could cut. Would  be better served by deep ground based...
Arp-Madore0317-664,1,49.5641,-66.5007,NGC 1313; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwiJv_S_pdTYAhUQ12MKHZsKAIYQjBwIBA&url=http%3A%2F%2Fcdn.spacetelescope.org%2Farchives%2Fimages%2Fscreen%2Fopo0705c.jpg&psig=AOvVaw12HT9bqvajLiQEFXu3lq-w&ust=1515910675591991
Arp-Madore0354-423,1,58.9438,-42.3654,NGC 1487; https://www.google.com/url?sa=i&rct=j&q=&esrc=s&source=images&cd=&ved=0ahUKEwjWkYD5pdTYAhXBKGMKHdNdBBIQjBwIBA&url=https%3A%2F%2Fimages-assets.nasa.gov%2Fimage%2F30-million-light-years-away-hubble-sees-merging-galaxies_24715543202_o%2F30-million-light-years-away-hubble-sees-merging-galaxies_24715543202_o~small.jpg&psig=AOvVaw1qqTyhmfM2AzLeCczSB-Wx&ust=1515910789316385
Arp-Madore0426-480,4,66.9857,-47.927,
Arp-Madore0445-572,4,71.5738,-57.3431,
Arp-Madore0446-623,2,71.6413,-62.462,
Arp-Madore0453-372,3,73.7159,-37.3226,a bit distant. Could cut.
Arp-Madore0503-380,3,76.3169,-37.9714,Nice but not that disturbed. Could cut.
Arp-Madore0504-274,2,76.7069,-27.6548,
Arp-Madore0517-321,3,79.9516,-32.1436,Not drastically disturbed. Could cut.
Arp-Madore0547-330,4,87.3762,-33.0628,
Arp-Madore0719-625,2,109.9847,-63.0632,1 ACS 606W filter in archive.  Check -- could add F814W or 475WACS 606W filter in archive.  Check -- could add F814W or 475W
Arp-Madore1007-664,1,152.2094,-67.0276,
Arp-Madore1008-253,1,152.6451,-25.82,
Arp-Madore1010-445,3,153.134,-45.2362,
Arp-Madore1033-242,1,158.8439,-24.7508,1 ACS 606W filter in archive.  Check -- could add F814W or 475W 
Arp-Madore1034-271,2,159.1469,-27.5164,NGC3309; 
Arp-Madore1034-271,2,159.1761,-27.5297,
Arp-Madore1034-271,3,159.2596,-27.5682,NGC 3312; None of the HST obs seem usable.
Arp-Madore1034-423,2,159.2902,-42.85,
Arp-Madore1036-272,3,159.6393,-27.7372,
Arp-Madore1041-250,2,160.8596,-25.3109,
Arp-Madore1041-250,2,160.9305,-25.3327,
Arp-Madore1054-325,3,164.2698,-33.1576,ESO 376-IG 027 (on right); Check HLA...only WFPC2
Arp-Madore1125-285,3,171.8805,-29.1771,1 WFPC2 606W. Check HLA/depth/coverage.
Arp-Madore1157-242,3,180.1319,-24.7218,Could cut. 
Arp-Madore1207-292,3,182.5593,-29.7399,
Arp-Madore1210-341,2,183.2754,-34.4781,
Arp-Madore1210-341,2,183.2838,-34.4914,
Arp-Madore1223-385,3,186.54,-39.1252,
Arp-Madore1258-254,2,195.2673,-26.094,
Arp-Madore1315-350,3,199.6097,-35.3529,
Arp-Madore1331-451,1,203.6649,-45.5391,
Arp-Madore1348-333,1,207.8263,-33.8154,1 FOC image. 
Arp-Madore1421-282,3,215.979,-28.6847,
Arp-Madore1517-311,3,230.0742,-31.4268,a bit distant. could cut. 
Arp-Madore1907-570,2,287.8349,-57.0522,WFPC2 814 and 300W. Check HLA. Could add blue filter maybe. 
Arp-Madore1914-603,4,289.6525,-60.4972,
Arp-Madore1959-550,3,300.8679,-54.9825,Could cut -- not that disturbed...
Arp-Madore2011-705,1,304.2335,-70.7643,
Arp-Madore2036-542,2,310.1566,-54.3005,
Arp-Madore2106-374,3,317.5034,-37.501,